feedback_id,district,state,survey_date,issue_category,service_type,sentiment,satisfaction_score,comment
FB-2026-010291,Dharwad,Karnataka,2026-07-24,Healthcare,Waiting Time,Negative,3.0,Registration and consultation took several hours.
FB-2026-010292,Nashik,Maharashtra,2026-08-21,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-010293,Kanpur Nagar,Uttar Pradesh,2026-01-26,Healthcare,Waiting Time,Negative,1.0,Registration and consultation took several hours.
FB-2026-010294,Kalaburagi,Karnataka,2026-03-04,Public Safety,Patrolling,Negative,1.0,Residents want stronger night-time patrolling on vulnerable routes.
FB-2026-010295,Nashik,Maharashtra,2026-02-17,Electricity,Outages,Negative,1.0,Unscheduled power cuts are affecting households and small businesses.
FB-2026-010296,Mysuru,Karnataka,2026-07-27,Public Safety,Traffic Control,Positive,5.0,Traffic management has improved safety during peak hours.
FB-2026-010297,Ujjain,Madhya Pradesh,2026-07-24,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-010298,Jaipur,Rajasthan,2026-02-10,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-010299,Gwalior,Madhya Pradesh,2026-01-16,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-010300,Ahmedabad,Gujarat,2026-06-19,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-010301,Bengaluru Urban,Karnataka,2026-04-15,Water Supply,Tanker Dependency,Negative,3.0,Dependence on private tankers is increasing household costs.
FB-2026-010302,Surat,Gujarat,2026-02-06,Sanitation,Public Toilets,Negative,2.0,Public toilets are not consistently functional.
FB-2026-010303,Jaipur,Rajasthan,2026-02-11,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-010304,Jaipur,Rajasthan,2026-03-08,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010305,Rajkot,Gujarat,2026-06-12,Roads,Traffic Safety,Negative,2.0,Road markings and speed-control measures need improvement.
FB-2026-010306,Bengaluru Urban,Karnataka,2026-06-11,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-010307,Nanded,Maharashtra,2026-06-08,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-010308,Varanasi,Uttar Pradesh,2026-08-16,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-010309,Kota,Rajasthan,2026-04-12,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-010310,Dharwad,Karnataka,2026-04-10,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-010311,Ahmedabad,Gujarat,2026-05-14,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-010312,Rewa,Madhya Pradesh,2026-05-24,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-010313,Nashik,Maharashtra,2026-07-31,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-010314,Kanpur Nagar,Uttar Pradesh,2026-01-04,Water Supply,Leakage,Negative,3.0,A pipeline leak near a residential area has remained unresolved.
FB-2026-010315,Belagavi,Karnataka,2026-08-16,Education,Digital Education,Positive,5.0,Digital classroom access has improved learning conditions.
FB-2026-010316,Kalaburagi,Karnataka,2026-03-21,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-010317,Nanded,Maharashtra,2026-07-11,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-010318,Mumbai Suburban,Maharashtra,2026-07-21,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-010319,Ujjain,Madhya Pradesh,2026-06-13,Public Transport,Connectivity,Negative,3.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-010320,Nagpur,Maharashtra,2026-01-12,Public Safety,Traffic Control,Positive,3.0,Traffic management has improved safety during peak hours.
FB-2026-010321,Nanded,Maharashtra,2026-03-17,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-010322,Kota,Rajasthan,2026-04-24,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-010323,Bikaner,Rajasthan,2026-05-30,Water Supply,Tanker Dependency,Negative,3.0,Dependence on private tankers is increasing household costs.
FB-2026-010324,Surat,Gujarat,2026-08-10,Sanitation,Public Toilets,Negative,3.0,Public toilets are not consistently functional.
FB-2026-010325,Ujjain,Madhya Pradesh,2026-06-12,Water Supply,Supply Frequency,Negative,2.0,Water supply is intermittent and pressure is low.
FB-2026-010326,Varanasi,Uttar Pradesh,2026-03-08,Digital Government Services,Grievance Redressal,Negative,2.0,Digital complaints are not always resolved within expected timelines.
FB-2026-010327,Kalaburagi,Karnataka,2026-01-20,Employment,Recruitment,Negative,3.0,Recruitment opportunities for technical roles are limited.
FB-2026-010328,Aurangabad,Maharashtra,2026-01-30,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-010329,Vadodara,Gujarat,2026-04-12,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-010330,Ahmedabad,Gujarat,2026-05-03,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-010331,Ahmedabad,Gujarat,2026-06-27,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-010332,Mumbai Suburban,Maharashtra,2026-08-20,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-010333,Mysuru,Karnataka,2026-08-14,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-010334,Rewa,Madhya Pradesh,2026-04-21,Healthcare,Diagnostics,Negative,2.0,Diagnostic reporting took longer than expected.
FB-2026-010335,Gwalior,Madhya Pradesh,2026-07-15,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-010336,Jodhpur,Rajasthan,2026-01-26,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-010337,Bhavnagar,Gujarat,2026-06-30,Electricity,Transformer,Negative,3.0,Transformer failures are frequent during high-demand periods.
FB-2026-010338,Raichur,Karnataka,2026-04-06,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-010339,Bhavnagar,Gujarat,2026-01-31,Public Safety,Traffic Control,Positive,4.0,Traffic management has improved safety during peak hours.
FB-2026-010340,Varanasi,Uttar Pradesh,2026-03-22,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-010341,Jodhpur,Rajasthan,2026-01-23,Public Transport,Delay/Frequency,Negative,1.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-010342,Aurangabad,Maharashtra,2026-07-25,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-010343,Pune,Maharashtra,2026-05-27,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-010344,Bhavnagar,Gujarat,2026-01-23,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-010345,Rewa,Madhya Pradesh,2026-04-30,Employment,Wage Delay,Negative,1.0,Payments under public employment programmes are delayed.
FB-2026-010346,Dharwad,Karnataka,2026-05-26,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-010347,Jaipur,Rajasthan,2026-01-15,Sanitation,Waste Collection,Negative,1.0,Garbage collection has become irregular in residential lanes.
FB-2026-010348,Bikaner,Rajasthan,2026-06-27,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-010349,Ahmedabad,Gujarat,2026-01-07,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-010350,Nanded,Maharashtra,2026-06-14,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010351,Jaipur,Rajasthan,2026-03-15,Roads,Erosion,Negative,1.0,Road surfaces deteriorated after heavy rainfall.
FB-2026-010352,Mysuru,Karnataka,2026-01-16,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-010353,Mumbai Suburban,Maharashtra,2026-07-30,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-010354,Bhopal,Madhya Pradesh,2026-06-10,Roads,Potholes,Negative,2.0,Potholes on the arterial road are creating safety concerns.
FB-2026-010355,Nanded,Maharashtra,2026-02-08,Water Supply,Water Purity,Negative,3.0,Residents reported concerns about water quality.
FB-2026-010356,Pune,Maharashtra,2026-05-14,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-010357,Gwalior,Madhya Pradesh,2026-03-03,Education,Attendance,Positive,5.0,Teacher attendance and student participation have improved.
FB-2026-010358,Barmer,Rajasthan,2026-05-30,Roads,Erosion,Negative,1.0,Road surfaces deteriorated after heavy rainfall.
FB-2026-010359,Jhansi,Uttar Pradesh,2026-08-17,Public Transport,Crowding,Negative,3.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-010360,Dharwad,Karnataka,2026-08-08,Roads,Potholes,Negative,1.0,Potholes on the arterial road are creating safety concerns.
FB-2026-010361,Jhansi,Uttar Pradesh,2026-01-01,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-010362,Prayagraj,Uttar Pradesh,2026-06-27,Healthcare,Diagnostics,Negative,3.0,Diagnostic reporting took longer than expected.
FB-2026-010363,Barmer,Rajasthan,2026-03-17,Water Supply,Tanker Dependency,Negative,2.0,Dependence on private tankers is increasing household costs.
FB-2026-010364,Rajkot,Gujarat,2026-04-27,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-010365,Varanasi,Uttar Pradesh,2026-02-12,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-010366,Surat,Gujarat,2026-07-17,Public Safety,Emergency Response,Positive,3.0,Emergency response was prompt when assistance was requested.
FB-2026-010367,Prayagraj,Uttar Pradesh,2026-06-24,Public Transport,Crowding,Negative,3.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-010368,Lucknow,Uttar Pradesh,2026-04-18,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-010369,Barmer,Rajasthan,2026-06-11,Roads,Potholes,Negative,3.0,Potholes on the arterial road are creating safety concerns.
FB-2026-010370,Nashik,Maharashtra,2026-02-13,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-010371,Mumbai Suburban,Maharashtra,2026-01-06,Roads,Erosion,Negative,3.0,Road surfaces deteriorated after heavy rainfall.
FB-2026-010372,Jodhpur,Rajasthan,2026-08-20,Sanitation,Drainage,Negative,1.0,Drainage overflow is creating hygiene and mosquito concerns.
FB-2026-010373,Aurangabad,Maharashtra,2026-02-27,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010374,Bhavnagar,Gujarat,2026-08-14,Public Safety,Emergency Response,Positive,5.0,Emergency response was prompt when assistance was requested.
FB-2026-010375,Jodhpur,Rajasthan,2026-08-28,Water Supply,Supply Frequency,Negative,2.0,Water supply is intermittent and pressure is low.
FB-2026-010376,Gorakhpur,Uttar Pradesh,2026-06-02,Water Supply,Water Purity,Negative,3.0,Residents reported concerns about water quality.
FB-2026-010377,Aurangabad,Maharashtra,2026-02-19,Healthcare,Medicine Stock,Negative,2.0,Common medicines were unavailable at the facility.
FB-2026-010378,Bhopal,Madhya Pradesh,2026-05-30,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-010379,Kanpur Nagar,Uttar Pradesh,2026-07-16,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-010380,Pune,Maharashtra,2026-02-28,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-010381,Nanded,Maharashtra,2026-03-08,Public Transport,Connectivity,Negative,2.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-010382,Bikaner,Rajasthan,2026-02-09,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010383,Prayagraj,Uttar Pradesh,2026-08-24,Public Safety,Traffic Control,Positive,4.0,Traffic management has improved safety during peak hours.
FB-2026-010384,Bikaner,Rajasthan,2026-02-14,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-010385,Ujjain,Madhya Pradesh,2026-02-25,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-010386,Rajkot,Gujarat,2026-07-20,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-010387,Nashik,Maharashtra,2026-07-12,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-010388,Ahmedabad,Gujarat,2026-07-20,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-010389,Rewa,Madhya Pradesh,2026-04-22,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010390,Raichur,Karnataka,2026-04-02,Education,Attendance,Positive,4.0,Teacher attendance and student participation have improved.
FB-2026-010391,Kutch,Gujarat,2026-08-22,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-010392,Kota,Rajasthan,2026-02-26,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-010393,Vadodara,Gujarat,2026-05-17,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-010394,Rajkot,Gujarat,2026-06-02,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-010395,Mumbai Suburban,Maharashtra,2026-02-13,Education,Digital Education,Positive,3.0,Digital classroom access has improved learning conditions.
FB-2026-010396,Vadodara,Gujarat,2026-06-11,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-010397,Vadodara,Gujarat,2026-07-24,Public Safety,Emergency Response,Positive,3.0,Emergency response was prompt when assistance was requested.
FB-2026-010398,Bikaner,Rajasthan,2026-07-13,Electricity,Transformer,Negative,1.0,Transformer failures are frequent during high-demand periods.
FB-2026-010399,Ujjain,Madhya Pradesh,2026-08-18,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-010400,Kutch,Gujarat,2026-07-06,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-010401,Pune,Maharashtra,2026-06-13,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010402,Rewa,Madhya Pradesh,2026-05-03,Public Safety,Emergency Response,Positive,3.0,Emergency response was prompt when assistance was requested.
FB-2026-010403,Gwalior,Madhya Pradesh,2026-03-19,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-010404,Kanpur Nagar,Uttar Pradesh,2026-01-11,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-010405,Bhopal,Madhya Pradesh,2026-05-06,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-010406,Surat,Gujarat,2026-03-15,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-010407,Ahmedabad,Gujarat,2026-01-03,Digital Government Services,CSC Efficiency,Positive,4.0,The service centre completed the application quickly.
FB-2026-010408,Pune,Maharashtra,2026-05-03,Public Safety,Emergency Response,Positive,4.0,Emergency response was prompt when assistance was requested.
FB-2026-010409,Dharwad,Karnataka,2026-01-05,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-010410,Jaipur,Rajasthan,2026-08-04,Public Transport,Delay/Frequency,Negative,1.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-010411,Raichur,Karnataka,2026-01-27,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-010412,Kota,Rajasthan,2026-08-27,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-010413,Surat,Gujarat,2026-03-11,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-010414,Gorakhpur,Uttar Pradesh,2026-04-04,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-010415,Nagpur,Maharashtra,2026-06-14,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-010416,Vadodara,Gujarat,2026-02-06,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-010417,Gorakhpur,Uttar Pradesh,2026-08-12,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010418,Nanded,Maharashtra,2026-04-20,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-010419,Vadodara,Gujarat,2026-05-19,Sanitation,Sweeping,Negative,3.0,Street sweeping is concentrated on main roads.
FB-2026-010420,Bhavnagar,Gujarat,2026-07-13,Education,Staffing,Negative,2.0,Teacher vacancies are affecting continuity of instruction.
FB-2026-010421,Vadodara,Gujarat,2026-04-08,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010422,Barmer,Rajasthan,2026-05-31,Employment,Wage Delay,Negative,2.0,Payments under public employment programmes are delayed.
FB-2026-010423,Kutch,Gujarat,2026-03-29,Public Transport,Crowding,Negative,2.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-010424,Nanded,Maharashtra,2026-08-16,Healthcare,Doctor Availability,Negative,3.0,The public clinic has long queues because too few doctors are available.
FB-2026-010425,Mumbai Suburban,Maharashtra,2026-07-11,Digital Government Services,Grievance Redressal,Negative,1.0,Digital complaints are not always resolved within expected timelines.
FB-2026-010426,Belagavi,Karnataka,2026-02-14,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-010427,Aurangabad,Maharashtra,2026-05-02,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-010428,Raichur,Karnataka,2026-06-25,Public Transport,Crowding,Negative,2.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-010429,Nashik,Maharashtra,2026-08-10,Healthcare,Medicine Stock,Negative,1.0,Common medicines were unavailable at the facility.
FB-2026-010430,Bengaluru Urban,Karnataka,2026-04-09,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-010431,Aurangabad,Maharashtra,2026-04-23,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-010432,Rewa,Madhya Pradesh,2026-01-29,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-010433,Surat,Gujarat,2026-06-29,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-010434,Belagavi,Karnataka,2026-04-23,Electricity,Outages,Negative,3.0,Unscheduled power cuts are affecting households and small businesses.
FB-2026-010435,Indore,Madhya Pradesh,2026-03-01,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-010436,Kanpur Nagar,Uttar Pradesh,2026-04-20,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-010437,Nagpur,Maharashtra,2026-07-15,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-010438,Surat,Gujarat,2026-07-13,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-010439,Bhavnagar,Gujarat,2026-01-04,Public Transport,Fare/Cost,Negative,3.0,Fare changes have increased the cost of commuting.
FB-2026-010440,Lucknow,Uttar Pradesh,2026-08-13,Water Supply,Water Purity,Negative,3.0,Residents reported concerns about water quality.
FB-2026-010441,Gwalior,Madhya Pradesh,2026-06-13,Healthcare,Diagnostics,Negative,3.0,Diagnostic reporting took longer than expected.
FB-2026-010442,Rajkot,Gujarat,2026-02-16,Healthcare,Doctor Availability,Negative,3.0,The public clinic has long queues because too few doctors are available.
FB-2026-010443,Kanpur Nagar,Uttar Pradesh,2026-02-20,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-010444,Lucknow,Uttar Pradesh,2026-03-08,Digital Government Services,Payment Gateway,Positive,4.0,Online payment for government services is fast and transparent.
FB-2026-010445,Kalaburagi,Karnataka,2026-03-14,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-010446,Ujjain,Madhya Pradesh,2026-05-07,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-010447,Bengaluru Urban,Karnataka,2026-07-29,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-010448,Rewa,Madhya Pradesh,2026-04-15,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-010449,Bikaner,Rajasthan,2026-01-02,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-010450,Jodhpur,Rajasthan,2026-06-05,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-010451,Ujjain,Madhya Pradesh,2026-07-30,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-010452,Jodhpur,Rajasthan,2026-05-20,Education,Attendance,Positive,5.0,Teacher attendance and student participation have improved.
FB-2026-010453,Surat,Gujarat,2026-02-15,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-010454,Kutch,Gujarat,2026-08-18,Education,Attendance,Positive,5.0,Teacher attendance and student participation have improved.
FB-2026-010455,Jhansi,Uttar Pradesh,2026-04-22,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-010456,Indore,Madhya Pradesh,2026-07-01,Public Transport,Delay/Frequency,Negative,3.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-010457,Jaipur,Rajasthan,2026-04-18,Healthcare,Medicine Stock,Negative,2.0,Common medicines were unavailable at the facility.
FB-2026-010458,Kota,Rajasthan,2026-02-16,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-010459,Bikaner,Rajasthan,2026-08-18,Public Transport,Crowding,Negative,2.0,Peak-hour buses are heavily overcrowded and uncomfortable.
FB-2026-010460,Nagpur,Maharashtra,2026-03-09,Public Transport,Delay/Frequency,Negative,3.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-010461,Bhavnagar,Gujarat,2026-05-09,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-010462,Bengaluru Urban,Karnataka,2026-06-08,Roads,Traffic Safety,Negative,2.0,Road markings and speed-control measures need improvement.
FB-2026-010463,Rewa,Madhya Pradesh,2026-01-07,Water Supply,Supply Frequency,Negative,2.0,Water supply is intermittent and pressure is low.
FB-2026-010464,Aurangabad,Maharashtra,2026-03-10,Water Supply,Water Purity,Negative,2.0,Residents reported concerns about water quality.
FB-2026-010465,Kalaburagi,Karnataka,2026-05-05,Public Transport,Schedule,Negative,2.0,Vehicles do not consistently follow the published timetable.
FB-2026-010466,Prayagraj,Uttar Pradesh,2026-07-08,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-010467,Mumbai Suburban,Maharashtra,2026-07-28,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-010468,Kanpur Nagar,Uttar Pradesh,2026-03-11,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-010469,Udaipur,Rajasthan,2026-03-28,Sanitation,Public Toilets,Negative,1.0,Public toilets are not consistently functional.
FB-2026-010470,Raichur,Karnataka,2026-05-19,Education,Attendance,Positive,5.0,Teacher attendance and student participation have improved.
FB-2026-010471,Jodhpur,Rajasthan,2026-01-14,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-010472,Rewa,Madhya Pradesh,2026-02-14,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-010473,Nagpur,Maharashtra,2026-08-16,Public Safety,Crime Rate,Negative,1.0,Recent theft incidents have increased safety concerns.
FB-2026-010474,Nagpur,Maharashtra,2026-03-28,Public Safety,Emergency Response,Positive,5.0,Emergency response was prompt when assistance was requested.
FB-2026-010475,Aurangabad,Maharashtra,2026-02-17,Public Safety,Emergency Response,Positive,4.0,Emergency response was prompt when assistance was requested.
FB-2026-010476,Barmer,Rajasthan,2026-06-23,Public Safety,Traffic Control,Positive,4.0,Traffic management has improved safety during peak hours.
FB-2026-010477,Ahmedabad,Gujarat,2026-01-04,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-010478,Nagpur,Maharashtra,2026-07-20,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-010479,Udaipur,Rajasthan,2026-04-24,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-010480,Ahmedabad,Gujarat,2026-03-23,Education,Attendance,Positive,3.0,Teacher attendance and student participation have improved.
FB-2026-010481,Gorakhpur,Uttar Pradesh,2026-04-20,Public Transport,Fare/Cost,Negative,3.0,Fare changes have increased the cost of commuting.
FB-2026-010482,Mysuru,Karnataka,2026-06-27,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-010483,Jodhpur,Rajasthan,2026-02-04,Roads,Potholes,Negative,2.0,Potholes on the arterial road are creating safety concerns.
FB-2026-010484,Indore,Madhya Pradesh,2026-01-04,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-010485,Kalaburagi,Karnataka,2026-01-07,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-010486,Kutch,Gujarat,2026-06-06,Education,Staffing,Negative,1.0,Teacher vacancies are affecting continuity of instruction.
FB-2026-010487,Dharwad,Karnataka,2026-03-13,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-010488,Barmer,Rajasthan,2026-07-26,Water Supply,Water Purity,Negative,2.0,Residents reported concerns about water quality.
FB-2026-010489,Bhopal,Madhya Pradesh,2026-02-04,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-010490,Kalaburagi,Karnataka,2026-01-21,Public Safety,Traffic Control,Positive,5.0,Traffic management has improved safety during peak hours.
FB-2026-010491,Bhopal,Madhya Pradesh,2026-06-09,Healthcare,Doctor Availability,Negative,2.0,The public clinic has long queues because too few doctors are available.
FB-2026-010492,Gorakhpur,Uttar Pradesh,2026-01-09,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-010493,Belagavi,Karnataka,2026-01-27,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-010494,Ujjain,Madhya Pradesh,2026-08-26,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-010495,Bikaner,Rajasthan,2026-02-21,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-010496,Ujjain,Madhya Pradesh,2026-04-12,Electricity,Voltage,Negative,2.0,Voltage fluctuations have damaged electrical appliances.
FB-2026-010497,Belagavi,Karnataka,2026-05-18,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
